  0.00000000E+00  0.20857141E-03 -0.12435546E-12
  0.10000000E-01  0.23099218E-03  0.33397982E-05
  0.20000000E-01  0.29027527E-03  0.18181647E-04
  0.30000000E-01  0.37076273E-03  0.57530816E-04
  0.40000000E-01  0.46792064E-03  0.12697940E-03
  0.50000000E-01  0.55464782E-03  0.23989681E-03
  0.60000000E-01  0.21820203E-03  0.35975282E-03
  0.70000000E-01 -0.18135309E-03  0.24011121E-03
  0.80000000E-01  0.79038642E-04  0.11801532E-03
  0.90000000E-01  0.22018974E-03  0.17194931E-03
  0.10000000E+00  0.50139229E-04  0.20665490E-03
  0.11000000E+00 -0.89490199E-04  0.21170030E-03
  0.12000000E+00 -0.16650989E-03  0.20147856E-03
  0.13000000E+00 -0.20903891E-03  0.18460966E-03
  0.14000000E+00 -0.22753178E-03  0.16553097E-03
  0.15000000E+00 -0.22853043E-03  0.14650518E-03
  0.16000000E+00 -0.21702890E-03  0.12864542E-03
  0.17000000E+00 -0.19694174E-03  0.11243439E-03
  0.18000000E+00 -0.17149414E-03  0.98009898E-04
  0.19000000E+00 -0.14346690E-03  0.85328866E-04
  0.20000000E+00 -0.11526945E-03  0.74259721E-04
  0.21000000E+00 -0.88855520E-04  0.64632916E-04
  0.22000000E+00 -0.65594157E-04  0.56268722E-04
  0.23000000E+00 -0.46213987E-04  0.48992609E-04
  0.24000000E+00 -0.30862950E-04  0.42643286E-04
  0.25000000E+00 -0.19254490E-04  0.37076648E-04
  0.26000000E+00 -0.10843549E-04  0.32167402E-04
  0.27000000E+00 -0.49844081E-05  0.27808687E-04
  0.28000000E+00 -0.10452242E-05  0.23909991E-04
  0.29000000E+00  0.15251241E-05  0.20394669E-04
  0.30000000E+00  0.31697000E-05  0.17198299E-04
  0.31000000E+00  0.42228871E-05  0.14268148E-04
  0.32000000E+00  0.49243026E-05  0.11563123E-04
  0.33000000E+00  0.54381149E-05  0.90533566E-05
  0.34000000E+00  0.58721337E-05  0.67187865E-05
  0.35000000E+00  0.62939745E-05  0.45465324E-05
  0.36000000E+00  0.67435441E-05  0.25275997E-05
  0.37000000E+00  0.72421668E-05  0.65395685E-06
  0.38000000E+00  0.77990552E-05 -0.10830603E-05
  0.39000000E+00  0.84158354E-05 -0.26928140E-05
  0.40000000E+00  0.90896694E-05 -0.41844748E-05
  0.41000000E+00  0.98153452E-05 -0.55659600E-05
  0.42000000E+00  0.10586577E-04 -0.68433713E-05
  0.43000000E+00  0.11396723E-04 -0.80213121E-05
  0.44000000E+00  0.12239100E-04 -0.91039852E-05
  0.45000000E+00  0.13107089E-04 -0.10096415E-04
  0.46000000E+00  0.13994190E-04 -0.11005035E-04
  0.47000000E+00  0.14894149E-04 -0.11837363E-04
  0.48000000E+00  0.15801204E-04 -0.12601073E-04
  0.49000000E+00  0.16710435E-04 -0.13303003E-04
  0.50000000E+00  0.17618171E-04 -0.13948544E-04
  0.51000000E+00  0.18522360E-04 -0.14541703E-04
  0.52000000E+00  0.19422836E-04 -0.15085742E-04
  0.53000000E+00  0.20321396E-04 -0.15584013E-04
  0.54000000E+00  0.21221663E-04 -0.16040446E-04
  0.55000000E+00  0.22128689E-04 -0.16459453E-04
  0.56000000E+00  0.23048328E-04 -0.16845328E-04
  0.57000000E+00  0.23986427E-04 -0.17201512E-04
  0.58000000E+00  0.24947940E-04 -0.17530028E-04
  0.59000000E+00  0.25936120E-04 -0.17831317E-04
  0.60000000E+00  0.26951938E-04 -0.18104536E-04
  0.61000000E+00  0.27993806E-04 -0.18348109E-04
  0.62000000E+00  0.29057620E-04 -0.18560182E-04
  0.63000000E+00  0.30136992E-04 -0.18738739E-04
  0.64000000E+00  0.31223540E-04 -0.18881414E-04
  0.65000000E+00  0.32307103E-04 -0.18985215E-04
  0.66000000E+00  0.33375945E-04 -0.19046587E-04
  0.67000000E+00  0.34417085E-04 -0.19062529E-04
  0.68000000E+00  0.35417010E-04 -0.19033042E-04
  0.69000000E+00  0.36362915E-04 -0.18963427E-04
  0.70000000E+00  0.37244390E-04 -0.18864304E-04
  0.71000000E+00  0.38055259E-04 -0.18749184E-04
  0.72000000E+00  0.38795087E-04 -0.18631259E-04
  0.73000000E+00  0.39469897E-04 -0.18520764E-04
  0.74000000E+00  0.40091805E-04 -0.18423514E-04
  0.75000000E+00  0.40677410E-04 -0.18340877E-04
  0.76000000E+00  0.41244604E-04 -0.18270906E-04
  0.77000000E+00  0.41807702E-04 -0.18209885E-04
  0.78000000E+00  0.42375732E-04 -0.18154322E-04
  0.79000000E+00  0.42963581E-04 -0.18104228E-04
  0.80000000E+00  0.43603793E-04 -0.18063192E-04
  0.81000000E+00  0.44323918E-04 -0.18019128E-04
  0.82000000E+00  0.45113493E-04 -0.17951053E-04
  0.83000000E+00  0.45942531E-04 -0.17860319E-04
  0.84000000E+00  0.46796653E-04 -0.17751431E-04
  0.85000000E+00  0.47667376E-04 -0.17622158E-04
  0.86000000E+00  0.48534614E-04 -0.17470566E-04
  0.87000000E+00  0.49386661E-04 -0.17309476E-04
  0.88000000E+00  0.50235458E-04 -0.17146079E-04
  0.89000000E+00  0.51094841E-04 -0.16975511E-04
  0.90000000E+00  0.51964732E-04 -0.16794246E-04
  0.91000000E+00  0.52839959E-04 -0.16600619E-04
  0.92000000E+00  0.53718674E-04 -0.16393604E-04
  0.93000000E+00  0.54601949E-04 -0.16172733E-04
  0.94000000E+00  0.55491254E-04 -0.15938150E-04
  0.95000000E+00  0.56386725E-04 -0.15690218E-04
  0.96000000E+00  0.57286034E-04 -0.15428810E-04
  0.97000000E+00  0.58183989E-04 -0.15152758E-04
  0.98000000E+00  0.59073293E-04 -0.14860072E-04
  0.99000000E+00  0.59946712E-04 -0.14549180E-04
  0.10000000E+01  0.60800244E-04 -0.14220709E-04
  0.10100000E+01  0.61636344E-04 -0.13878530E-04
  0.10200000E+01  0.62465583E-04 -0.13528836E-04
  0.10300000E+01  0.63299035E-04 -0.13176899E-04
  0.10400000E+01  0.64099882E-04 -0.12826045E-04
  0.10500000E+01  0.64769697E-04 -0.12499068E-04
  0.10600000E+01  0.65522330E-04 -0.12302252E-04
  0.10700000E+01  0.66896762E-04 -0.12174998E-04
  0.10800000E+01  0.68797526E-04 -0.11827180E-04
  0.10900000E+01  0.70874133E-04 -0.11319294E-04
  0.11000000E+01  0.73080233E-04 -0.10643481E-04
  0.11100000E+01  0.75773405E-04 -0.96214364E-05
  0.11200000E+01  0.80051380E-04 -0.71029398E-05
  0.11300000E+01  0.73840041E-04 -0.17515111E-05
  0.11400000E+01  0.67580366E-04 -0.74906519E-05
  0.11500000E+01  0.71212100E-04 -0.41513650E-05
  0.11600000E+01  0.71952392E-04 -0.42358894E-05
  0.11700000E+01  0.72337090E-04 -0.37027621E-05
  0.11800000E+01  0.72669091E-04 -0.31540683E-05
  0.11900000E+01  0.72710997E-04 -0.26559862E-05
  0.12000000E+01  0.72604989E-04 -0.21914881E-05
  0.12100000E+01  0.72548202E-04 -0.17375303E-05
  0.12200000E+01  0.72629634E-04 -0.12693736E-05
  0.12300000E+01  0.72816311E-04 -0.77491532E-06
  0.12400000E+01  0.73021025E-04 -0.26326360E-06
  0.12500000E+01  0.73168108E-04  0.25250517E-06
  0.12600000E+01  0.73227007E-04  0.76035971E-06
  0.12700000E+01  0.73211444E-04  0.12529037E-05
  0.12800000E+01  0.73151924E-04  0.17301034E-05
  0.12900000E+01  0.73073431E-04  0.21929474E-05
  0.13000000E+01  0.72988624E-04  0.26394243E-05
  0.13100000E+01  0.72863925E-04  0.30637932E-05
  0.13200000E+01  0.72647102E-04  0.34283908E-05
  0.13300000E+01  0.72622531E-04  0.36929047E-05
  0.13400000E+01  0.72766451E-04  0.40254673E-05
  0.13500000E+01  0.72835817E-04  0.43757126E-05
  0.13600000E+01  0.72910235E-04  0.47205264E-05
  0.13700000E+01  0.73031311E-04  0.50644493E-05
  0.13800000E+01  0.73196344E-04  0.54130238E-05
  0.13900000E+01  0.73399964E-04  0.57701809E-05
  0.14000000E+01  0.73628955E-04  0.61310690E-05
  0.14100000E+01  0.73882289E-04  0.64911064E-05
  0.14200000E+01  0.74139115E-04  0.68904121E-05
  0.14300000E+01  0.74382947E-04  0.72830799E-05
  0.14400000E+01  0.74606400E-04  0.76778334E-05
  0.14500000E+01  0.74812046E-04  0.80653572E-05
  0.14600000E+01  0.75009381E-04  0.84429068E-05
  0.14700000E+01  0.75209960E-04  0.88124749E-05
  0.14800000E+01  0.75422771E-04  0.91776178E-05
  0.14900000E+01  0.75651934E-04  0.95418616E-05
  0.15000000E+01  0.75897114E-04  0.99082502E-05
  0.15100000E+01  0.76154747E-04  0.10279605E-04
  0.15200000E+01  0.76416447E-04  0.10659118E-04
  0.15300000E+01  0.76674176E-04  0.11048993E-04
  0.15400000E+01  0.76919875E-04  0.11450547E-04
  0.15500000E+01  0.77148164E-04  0.11861343E-04
  0.15600000E+01  0.77357251E-04  0.12276958E-04
  0.15700000E+01  0.77549167E-04  0.12694966E-04
  0.15800000E+01  0.77728097E-04  0.13116030E-04
  0.15900000E+01  0.77898028E-04  0.13541540E-04
  0.16000000E+01  0.78061499E-04  0.13971924E-04
  0.16100000E+01  0.78219209E-04  0.14406869E-04
  0.16200000E+01  0.78370252E-04  0.14845579E-04
  0.16300000E+01  0.78512975E-04  0.15287112E-04
  0.16400000E+01  0.78646049E-04  0.15730758E-04
  0.16500000E+01  0.78769133E-04  0.16176077E-04
  0.16600000E+01  0.78882776E-04  0.16622832E-04
  0.16700000E+01  0.78987483E-04  0.17071177E-04
  0.16800000E+01  0.79081995E-04  0.17521417E-04
  0.16900000E+01  0.79165344E-04  0.17972343E-04
  0.17000000E+01  0.79234651E-04  0.18422162E-04
  0.17100000E+01  0.79287544E-04  0.18867748E-04
  0.17200000E+01  0.79322648E-04  0.19307305E-04
  0.17300000E+01  0.79338593E-04  0.19739900E-04
  0.17400000E+01  0.79335843E-04  0.20164454E-04
  0.17500000E+01  0.79316541E-04  0.20579039E-04
  0.17600000E+01  0.79281562E-04  0.20983619E-04
  0.17700000E+01  0.79228972E-04  0.21380635E-04
  0.17800000E+01  0.79156391E-04  0.21766017E-04
  0.17900000E+01  0.79072972E-04  0.22128354E-04
  0.18000000E+01  0.79012909E-04  0.22460994E-04
  0.18100000E+01  0.79015165E-04  0.22769392E-04
  0.18200000E+01  0.79086829E-04  0.23065706E-04
  0.18300000E+01  0.79215239E-04  0.23365374E-04
  0.18400000E+01  0.79467761E-04  0.23701173E-04
  0.18500000E+01  0.79573294E-04  0.24110984E-04
  0.18600000E+01  0.79670670E-04  0.24385801E-04
  0.18700000E+01  0.80060798E-04  0.24684198E-04
  0.18800000E+01  0.80575644E-04  0.25056327E-04
  0.18900000E+01  0.81050605E-04  0.25508771E-04
  0.19000000E+01  0.81461064E-04  0.26006140E-04
  0.19100000E+01  0.81838829E-04  0.26522807E-04
  0.19200000E+01  0.82220114E-04  0.27053264E-04
  0.19300000E+01  0.82624067E-04  0.27610768E-04
  0.19400000E+01  0.83049170E-04  0.28199176E-04
